"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"AYM00089834","D 47, AY","2021-01-02","6",,
"AYM00089834","D 47, AY","2021-01-05","6",,
"AYM00089834","D 47, AY","2021-01-06","6",,
"AYM00089834","D 47, AY","2021-01-07","-1",,
"AYM00089834","D 47, AY","2021-01-10","4",,
"AYM00089834","D 47, AY","2021-01-11","6",,
"AYM00089834","D 47, AY","2021-01-14","2",,
"AYM00089834","D 47, AY","2021-01-16","1",,
"AYM00089834","D 47, AY","2021-01-17","4",,
"AYM00089834","D 47, AY","2021-01-18","4",,
"AYM00089834","D 47, AY","2021-01-19","18",,
"AYM00089834","D 47, AY","2021-01-22","17",,
"AYM00089834","D 47, AY","2021-01-23","11",,
"AYM00089834","D 47, AY","2021-01-24","8",,
"AYM00089834","D 47, AY","2021-01-25","9",,
"AYM00089834","D 47, AY","2021-01-26","10",,
"AYM00089834","D 47, AY","2021-01-27","12",,
"AYM00089834","D 47, AY","2021-01-28","2",,
"AYM00089834","D 47, AY","2021-01-29","3",,
"AYM00089834","D 47, AY","2021-01-30","2",,
"AYM00089834","D 47, AY","2021-01-31","0",,
"AYM00089834","D 47, AY","2021-02-01","3",,
"AYM00089834","D 47, AY","2021-02-02","1",,
"AYM00089834","D 47, AY","2021-02-03","7",,
"AYM00089834","D 47, AY","2021-02-04","7",,
"AYM00089834","D 47, AY","2021-02-05","0",,
"AYM00089834","D 47, AY","2021-02-06","-3",,
"AYM00089834","D 47, AY","2021-02-07","-1",,
"AYM00089834","D 47, AY","2021-02-08","-7",,
"AYM00089834","D 47, AY","2021-02-09","-1",,
"AYM00089834","D 47, AY","2021-02-13","7",,
"AYM00089834","D 47, AY","2021-02-14","4",,
"AYM00089834","D 47, AY","2021-02-15","3",,
"AYM00089834","D 47, AY","2021-02-16","0",,
"AYM00089834","D 47, AY","2021-02-17","-5",,
"AYM00089834","D 47, AY","2021-02-18","-11",,
"AYM00089834","D 47, AY","2021-02-25","-10",,
"AYM00089834","D 47, AY","2021-02-26","-8",,
"AYM00089834","D 47, AY","2021-02-27","-10",,
"AYM00089834","D 47, AY","2021-03-03","-21",,
"AYM00089834","D 47, AY","2021-03-04","-21",,
"AYM00089834","D 47, AY","2021-03-05","-8",,
"AYM00089834","D 47, AY","2021-03-06","-5",,
"AYM00089834","D 47, AY","2021-03-07","-9",,
"AYM00089834","D 47, AY","2021-03-08","-3",,
"AYM00089834","D 47, AY","2021-03-09","-12",,
"AYM00089834","D 47, AY","2021-03-10","-3",,
"AYM00089834","D 47, AY","2021-03-11","4",,
"AYM00089834","D 47, AY","2021-03-14","-29",,
"AYM00089834","D 47, AY","2021-03-16","-14",,
"AYM00089834","D 47, AY","2021-03-18","-7",,
"AYM00089834","D 47, AY","2021-03-19","-10",,
"AYM00089834","D 47, AY","2021-03-20","-10",,
"AYM00089834","D 47, AY","2021-03-21","-15",,
"AYM00089834","D 47, AY","2021-03-22","-18",,
"AYM00089834","D 47, AY","2021-03-26","-25",,
"AYM00089834","D 47, AY","2021-03-27","-16",,
"AYM00089834","D 47, AY","2021-03-28","-13",,
"AYM00089834","D 47, AY","2021-03-29","-3",,
"AYM00089834","D 47, AY","2021-03-30","-14",,
"AYM00089834","D 47, AY","2021-03-31","-17",,
"AYM00089834","D 47, AY","2021-04-01","-14",,
"AYM00089834","D 47, AY","2021-04-02","-26",,
"AYM00089834","D 47, AY","2021-04-04","-28",,
"AYM00089834","D 47, AY","2021-04-06","-23",,
"AYM00089834","D 47, AY","2021-04-07","-19",,
"AYM00089834","D 47, AY","2021-04-08","-18",,
"AYM00089834","D 47, AY","2021-04-09","-27",,
"AYM00089734","DOME FUJI, AY","2021-01-02","-31",,
"AYM00089734","DOME FUJI, AY","2021-01-05","-28",,
"AYM00089734","DOME FUJI, AY","2021-01-06","-30",,
"AYM00089734","DOME FUJI, AY","2021-01-10","-26",,
"AYM00089734","DOME FUJI, AY","2021-01-11","-33",,
"AYM00089734","DOME FUJI, AY","2021-01-16","-24",,
"AYM00089734","DOME FUJI, AY","2021-01-17","-21",,
"AYM00089734","DOME FUJI, AY","2021-01-18","-15",,
"AYM00089734","DOME FUJI, AY","2021-01-19","-31",,
"AYM00089734","DOME FUJI, AY","2021-01-20","-35",,
"AYM00089734","DOME FUJI, AY","2021-01-21","-33",,
"AYM00089734","DOME FUJI, AY","2021-01-22","-25",,
"AYM00089734","DOME FUJI, AY","2021-01-23","-18",,
"AYM00089734","DOME FUJI, AY","2021-01-24","-25",,
"AYM00089734","DOME FUJI, AY","2021-01-25","-27",,
"AYM00089734","DOME FUJI, AY","2021-01-26","-23",,
"AYM00089734","DOME FUJI, AY","2021-01-27","-16",,
"AYM00089734","DOME FUJI, AY","2021-01-28","-21",,
"AYM00089734","DOME FUJI, AY","2021-01-29","-29",,
"AYM00089734","DOME FUJI, AY","2021-01-30","-30",,
"AYM00089734","DOME FUJI, AY","2021-01-31","-27",,
"AYM00089734","DOME FUJI, AY","2021-02-01","-33",,
"AYM00089734","DOME FUJI, AY","2021-02-02","-37",,
"AYM00089734","DOME FUJI, AY","2021-02-03","-37",,
"AYM00089734","DOME FUJI, AY","2021-02-04","-42",,
"AYM00089734","DOME FUJI, AY","2021-02-05","-45",,
"AYM00089734","DOME FUJI, AY","2021-02-06","-46",,
"AYM00089734","DOME FUJI, AY","2021-02-07","-44",,
"AYM00089734","DOME FUJI, AY","2021-02-08","-47",,
"AYM00089734","DOME FUJI, AY","2021-02-09","-41",,
"AYM00089734","DOME FUJI, AY","2021-02-14","-56",,
"AYM00089734","DOME FUJI, AY","2021-02-17","-49",,
"AYM00089734","DOME FUJI, AY","2021-02-18","-56",,
"AYM00089734","DOME FUJI, AY","2021-02-19","-54",,
"AYM00089734","DOME FUJI, AY","2021-02-22","-62",,
"AYM00089734","DOME FUJI, AY","2021-02-25","-69",,
"AYM00089734","DOME FUJI, AY","2021-02-26","-52",,
"AYM00089734","DOME FUJI, AY","2021-02-27","-62",,
"AYM00089734","DOME FUJI, AY","2021-02-28","-61",,
"AYM00089734","DOME FUJI, AY","2021-03-03","-51",,
"AYM00089734","DOME FUJI, AY","2021-03-04","-41",,
"AYM00089734","DOME FUJI, AY","2021-03-08","-39",,
"AYM00089734","DOME FUJI, AY","2021-03-11","-72",,
"AYM00089734","DOME FUJI, AY","2021-03-14","-44",,
"AYM00089734","DOME FUJI, AY","2021-03-15","-62",,
"AYM00089734","DOME FUJI, AY","2021-03-16","-57",,
"AYM00089734","DOME FUJI, AY","2021-03-18","-71",,
"AYM00089734","DOME FUJI, AY","2021-03-19","-61",,
"AYM00089734","DOME FUJI, AY","2021-03-20","-63",,
"AYM00089734","DOME FUJI, AY","2021-03-21","-71",,
"AYM00089734","DOME FUJI, AY","2021-03-22","-67",,
"AYM00089734","DOME FUJI, AY","2021-03-23","-69",,
"AYM00089734","DOME FUJI, AY","2021-03-25","-80",,
"AYM00089734","DOME FUJI, AY","2021-03-26","-80",,
"AYM00089734","DOME FUJI, AY","2021-03-27","-76",,
"AYM00089734","DOME FUJI, AY","2021-03-28","-62",,
"AYM00089734","DOME FUJI, AY","2021-03-29","-51",,
"AYM00089734","DOME FUJI, AY","2021-03-30","-73",,
"AYM00089734","DOME FUJI, AY","2021-04-01","-67",,
"AYM00089734","DOME FUJI, AY","2021-04-02","-63",,
"AYM00089734","DOME FUJI, AY","2021-04-03","-66",,
"AYM00089734","DOME FUJI, AY","2021-04-04","-72",,
"AYM00089734","DOME FUJI, AY","2021-04-05","-83",,
"AYM00089734","DOME FUJI, AY","2021-04-06","-84",,
"AYM00089734","DOME FUJI, AY","2021-04-07","-93",,
"AYM00089734","DOME FUJI, AY","2021-04-08","-90",,
"AYM00089734","DOME FUJI, AY","2021-04-09","-93",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-01","18",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-02","18",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-03","18",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-04","10",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-05","14",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-06","15",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-07","12",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-08","11",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-09","12",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-10","9",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-11","11",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-12","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-13","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-14","10",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-15","6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-16","8",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-17","3",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-18","3",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-19","6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-20","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-21","16",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-22","17",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-23","20",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-24","18",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-25","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-26","9",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-27","16",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-28","19",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-29","18",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-30","16",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-01-31","15",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-01","14",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-02","8",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-03","14",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-04","14",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-05","17",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-06","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-07","15",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-08","7",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-09","7",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-10","16",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-13","11",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-14","11",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-15","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-16","12",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-17","16",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-18","12",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-19","13",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-20","4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-21","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-22","-1",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-23","-6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-24","-5",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-25","-5",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-26","-7",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-27","-2",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-02-28","4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-01","3",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-02","6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-03","6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-04","1",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-05","6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-06","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-07","4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-08","3",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-09","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-10","-4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-11","-4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-12","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-13","1",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-14","-2",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-15","-5",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-16","-5",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-17","-4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-18","-10",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-19","5",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-20","5",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-21","1",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-22","3",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-23","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-24","-4",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-25","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-26","-9",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-27","-6",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-28","-11",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-29","0",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-30","11",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-03-31","2",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-01","-8",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-02","-10",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-03","-25",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-04","-26",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-07","-23",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-08","-19",,
"AYM00089811","LAW DOME SUMMIT, AY","2021-04-09","-14",,
"AYM00088963","BASE ESPERANZA, AY","2021-01-01","33","47","31"
"AYM00088963","BASE ESPERANZA, AY","2021-01-02","35","39","30"
"AYM00088963","BASE ESPERANZA, AY","2021-01-03","35",,"31"
"AYM00088963","BASE ESPERANZA, AY","2021-01-04","37",,"31"
"AYM00088963","BASE ESPERANZA, AY","2021-01-05","41",,"35"
"AYM00088963","BASE ESPERANZA, AY","2021-01-06","41","47","38"
"AYM00088963","BASE ESPERANZA, AY","2021-01-07","38","45","35"
"AYM00088963","BASE ESPERANZA, AY","2021-01-08","39","44","33"
"AYM00088963","BASE ESPERANZA, AY","2021-01-09","38","42",
"AYM00088963","BASE ESPERANZA, AY","2021-01-10","32","41","29"
"AYM00088963","BASE ESPERANZA, AY","2021-01-11","30","35","27"
"AYM00088963","BASE ESPERANZA, AY","2021-01-12","32",,"28"
"AYM00088963","BASE ESPERANZA, AY","2021-01-13","34",,
"AYM00088963","BASE ESPERANZA, AY","2021-01-14","34","40",
"AYM00088963","BASE ESPERANZA, AY","2021-01-15","33",,"29"
"AYM00088963","BASE ESPERANZA, AY","2021-01-16","41",,"34"
"AYM00088963","BASE ESPERANZA, AY","2021-01-17","45",,"36"
"AYM00088963","BASE ESPERANZA, AY","2021-01-18","38","49","31"
"AYM00088963","BASE ESPERANZA, AY","2021-01-19","35","43","32"
"AYM00088963","BASE ESPERANZA, AY","2021-01-20","37","41","33"
"AYM00088963","BASE ESPERANZA, AY","2021-01-21","38",,"33"
"AYM00088963","BASE ESPERANZA, AY","2021-01-22","40","44","36"
"AYM00088963","BASE ESPERANZA, AY","2021-01-23","33","45","29"
"AYM00088963","BASE ESPERANZA, AY","2021-01-24","33","40","31"
"AYM00088963","BASE ESPERANZA, AY","2021-01-25","31","35",
"AYM00088963","BASE ESPERANZA, AY","2021-01-26","30","33","28"
"AYM00088963","BASE ESPERANZA, AY","2021-01-27","32",,"27"
"AYM00088963","BASE ESPERANZA, AY","2021-01-28","35","37","32"
"AYM00088963","BASE ESPERANZA, AY","2021-01-29","33",,"30"
"AYM00088963","BASE ESPERANZA, AY","2021-01-30","36",,"29"
"AYM00088963","BASE ESPERANZA, AY","2021-01-31","36","41","34"
"AYM00088963","BASE ESPERANZA, AY","2021-02-01","34","37","31"
"AYM00088963","BASE ESPERANZA, AY","2021-02-02","33","36","31"
"AYM00088963","BASE ESPERANZA, AY","2021-02-03","34",,"28"
"AYM00088963","BASE ESPERANZA, AY","2021-02-04","32","40","27"
"AYM00088963","BASE ESPERANZA, AY","2021-02-05","36",,"30"
"AYM00088963","BASE ESPERANZA, AY","2021-02-06","39",,"32"
"AYM00088963","BASE ESPERANZA, AY","2021-02-07","46","49","41"
"AYM00088963","BASE ESPERANZA, AY","2021-02-08","36","48","33"
"AYM00088963","BASE ESPERANZA, AY","2021-02-09","45",,"32"
"AYM00088963","BASE ESPERANZA, AY","2021-02-10","42","53","39"
"AYM00088963","BASE ESPERANZA, AY","2021-02-13","39",,"36"
"AYM00088963","BASE ESPERANZA, AY","2021-02-14","38","42","35"
"AYM00088963","BASE ESPERANZA, AY","2021-02-15","37","41","34"
"AYM00088963","BASE ESPERANZA, AY","2021-02-16","40",,"37"
"AYM00088963","BASE ESPERANZA, AY","2021-02-17","39","42","35"
"AYM00088963","BASE ESPERANZA, AY","2021-02-18","37","45","34"
"AYM00088963","BASE ESPERANZA, AY","2021-02-19","37","38","33"
"AYM00088963","BASE ESPERANZA, AY","2021-02-22","32",,"25"
"AYM00088963","BASE ESPERANZA, AY","2021-02-23","35",,"30"
"AYM00088963","BASE ESPERANZA, AY","2021-02-24","32","41",
"AYM00088963","BASE ESPERANZA, AY","2021-02-25","27","31","24"
"AYM00088963","BASE ESPERANZA, AY","2021-02-26","28",,"24"
"AYM00088963","BASE ESPERANZA, AY","2021-02-27","35","42","29"
"AYM00088963","BASE ESPERANZA, AY","2021-02-28","40",,"33"
"AYM00088963","BASE ESPERANZA, AY","2021-03-01","38","45","34"
"AYM00088963","BASE ESPERANZA, AY","2021-03-02","39","42","36"
"AYM00088963","BASE ESPERANZA, AY","2021-03-03","38",,"33"
"AYM00088963","BASE ESPERANZA, AY","2021-03-04","39",,"36"
"AYM00088963","BASE ESPERANZA, AY","2021-03-05","36","47","31"
"AYM00088963","BASE ESPERANZA, AY","2021-03-06","36","39","33"
"AYM00088963","BASE ESPERANZA, AY","2021-03-07","31",,"27"
"AYM00088963","BASE ESPERANZA, AY","2021-03-08","31","40","26"
"AYM00088963","BASE ESPERANZA, AY","2021-03-09","25","30","21"
"AYM00088963","BASE ESPERANZA, AY","2021-03-10","31","35","23"
"AYM00088963","BASE ESPERANZA, AY","2021-03-11","25","35","21"
"AYM00088963","BASE ESPERANZA, AY","2021-03-12","31",,"23"
"AYM00088963","BASE ESPERANZA, AY","2021-03-13","25","36","20"
"AYM00088963","BASE ESPERANZA, AY","2021-03-14","33",,"23"
"AYM00088963","BASE ESPERANZA, AY","2021-03-15","30","40","23"
"AYM00088963","BASE ESPERANZA, AY","2021-03-16","32",,"29"
"AYM00088963","BASE ESPERANZA, AY","2021-03-17","38",,"29"
"AYM00088963","BASE ESPERANZA, AY","2021-03-18","34","43","31"
"AYM00088963","BASE ESPERANZA, AY","2021-03-19","31","36","28"
"AYM00088963","BASE ESPERANZA, AY","2021-03-20","29","35","27"
"AYM00088963","BASE ESPERANZA, AY","2021-03-21","27","33",
"AYM00088963","BASE ESPERANZA, AY","2021-03-22","28",,"23"
"AYM00088963","BASE ESPERANZA, AY","2021-03-23","25","36","22"
"AYM00088963","BASE ESPERANZA, AY","2021-03-24","25","28","22"
"AYM00088963","BASE ESPERANZA, AY","2021-03-25","26","29","24"
"AYM00088963","BASE ESPERANZA, AY","2021-03-26","28",,"24"
"AYM00088963","BASE ESPERANZA, AY","2021-03-27","31",,"27"
"AYM00088963","BASE ESPERANZA, AY","2021-03-28","32","37",
"AYM00088963","BASE ESPERANZA, AY","2021-03-29","27","34","24"
"AYM00088963","BASE ESPERANZA, AY","2021-03-30","33",,"24"
"AYM00088963","BASE ESPERANZA, AY","2021-03-31","33",,"25"
"AYM00088963","BASE ESPERANZA, AY","2021-04-01","41","50","34"
"AYM00088963","BASE ESPERANZA, AY","2021-04-02","37","43",
"AYM00088963","BASE ESPERANZA, AY","2021-04-03","37","42","30"
"AYM00088963","BASE ESPERANZA, AY","2021-04-04","33","38",
"AYM00088963","BASE ESPERANZA, AY","2021-04-05","28","40","22"
"AYM00088963","BASE ESPERANZA, AY","2021-04-06","36",,"27"
"AYM00088963","BASE ESPERANZA, AY","2021-04-07","41","47","32"
"AYM00088963","BASE ESPERANZA, AY","2021-04-08","36","44","30"
"AYM00088963","BASE ESPERANZA, AY","2021-04-09","27","36","23"
"AYM00089799","NICO, AY","2021-01-06","-17",,
"AYM00089799","NICO, AY","2021-01-07","-19",,
"AYM00089799","NICO, AY","2021-01-09","-19",,
"AYM00089799","NICO, AY","2021-01-10","-19",,
"AYM00089799","NICO, AY","2021-01-12","-21",,
"AYM00089799","NICO, AY","2021-01-14","-20",,
"AYM00089799","NICO, AY","2021-01-16","-17",,
"AYM00089799","NICO, AY","2021-01-17","-15",,
"AYM00089799","NICO, AY","2021-01-18","-18",,
"AYM00089799","NICO, AY","2021-01-19","-20",,
"AYM00089799","NICO, AY","2021-01-20","-19",,
"AYM00089799","NICO, AY","2021-01-21","-22",,
"AYM00089799","NICO, AY","2021-01-22","-21",,
"AYM00089799","NICO, AY","2021-01-23","-17",,
"AYM00089799","NICO, AY","2021-01-24","-23",,
"AYM00089799","NICO, AY","2021-01-25","-21",,
"AYM00089799","NICO, AY","2021-01-26","-22",,
"AYM00089799","NICO, AY","2021-01-27","-17",,
"AYM00089799","NICO, AY","2021-01-28","-17",,
"AYM00089799","NICO, AY","2021-01-29","-12",,
"AYM00089799","NICO, AY","2021-01-30","-18",,
"AYM00089799","NICO, AY","2021-01-31","-22",,
"AYM00089799","NICO, AY","2021-02-02","-30",,
"AYM00089799","NICO, AY","2021-02-03","-30",,
"AYM00089799","NICO, AY","2021-02-04","-34",,
"AYM00089799","NICO, AY","2021-02-05","-36",,
"AYM00089799","NICO, AY","2021-02-06","-38",,
"AYM00089799","NICO, AY","2021-02-07","-36",,
"AYM00089799","NICO, AY","2021-02-08","-40",,
"AYM00089799","NICO, AY","2021-02-09","-41",,
"AYM00089799","NICO, AY","2021-02-14","-45",,
"AYM00089799","NICO, AY","2021-02-15","-46",,
"AYM00089799","NICO, AY","2021-02-16","-50",,
"AYM00089799","NICO, AY","2021-02-17","-51",,
"AYM00089799","NICO, AY","2021-02-18","-50",,
"AYM00089799","NICO, AY","2021-02-22","-53",,
"AYM00089799","NICO, AY","2021-02-23","-53",,
"AYM00089799","NICO, AY","2021-02-25","-51",,
"AYM00089799","NICO, AY","2021-02-26","-58",,
"AYM00089799","NICO, AY","2021-02-27","-55",,
"AYM00089799","NICO, AY","2021-02-28","-55",,
"AYM00089799","NICO, AY","2021-03-01","-53",,
"AYM00089799","NICO, AY","2021-03-03","-57",,
"AYM00089799","NICO, AY","2021-03-04","-49",,
"AYM00089799","NICO, AY","2021-03-05","-53",,
"AYM00089799","NICO, AY","2021-03-07","-41",,
"AYM00089799","NICO, AY","2021-03-08","-53",,
"AYM00089799","NICO, AY","2021-03-09","-61",,
"AYM00089799","NICO, AY","2021-03-10","-66",,
"AYM00089799","NICO, AY","2021-03-11","-65",,
"AYM00089799","NICO, AY","2021-03-13","-64",,
"AYM00089799","NICO, AY","2021-03-14","-66",,
"AYM00089799","NICO, AY","2021-03-15","-62",,
"AYM00089799","NICO, AY","2021-03-16","-64",,
"AYM00089799","NICO, AY","2021-03-17","-60",,
"AYM00089799","NICO, AY","2021-03-18","-61",,
"AYM00089799","NICO, AY","2021-03-19","-52",,
"AYM00089799","NICO, AY","2021-03-20","-49",,
"AYM00089799","NICO, AY","2021-03-21","-52",,
"AYM00089799","NICO, AY","2021-03-22","-55",,
"AYM00089799","NICO, AY","2021-03-23","-48",,
"AYM00089799","NICO, AY","2021-03-24","-63",,
"AYM00089799","NICO, AY","2021-03-25","-62",,
"AYM00089799","NICO, AY","2021-03-26","-64",,
"AYM00089799","NICO, AY","2021-03-27","-68",,
"AYM00089799","NICO, AY","2021-03-28","-73",,
"AYM00089799","NICO, AY","2021-03-29","-68",,
"AYM00089799","NICO, AY","2021-03-30","-62",,
"AYM00089799","NICO, AY","2021-03-31","-68",,
"AYM00089799","NICO, AY","2021-04-01","-59",,
"AYM00089799","NICO, AY","2021-04-02","-77",,
"AYM00089799","NICO, AY","2021-04-03","-65",,
"AYM00089799","NICO, AY","2021-04-04","-66",,
"AYM00089799","NICO, AY","2021-04-05","-74",,
"AYM00089799","NICO, AY","2021-04-07","-87",,
"AYM00089799","NICO, AY","2021-04-08","-80",,
"AYM00089799","NICO, AY","2021-04-09","-76",,
"AYM00089832","D 10, AY","2021-01-06","25",,
"AYM00089832","D 10, AY","2021-01-07","20",,
"AYM00089832","D 10, AY","2021-01-10","24",,
"AYM00089832","D 10, AY","2021-01-16","21",,
"AYM00089832","D 10, AY","2021-01-17","22",,
"AYM00089832","D 10, AY","2021-01-18","24",,
"AYM00089832","D 10, AY","2021-01-19","32",,
"AYM00089832","D 10, AY","2021-01-20","30",,
"AYM00089832","D 10, AY","2021-01-21","29",,
"AYM00089832","D 10, AY","2021-01-22","34",,
"AYM00089832","D 10, AY","2021-01-23","33",,
"AYM00089832","D 10, AY","2021-01-24","27",,
"AYM00089832","D 10, AY","2021-01-25","27",,
"AYM00089832","D 10, AY","2021-01-26","25",,
"AYM00089832","D 10, AY","2021-01-27","27",,
"AYM00089832","D 10, AY","2021-01-28","22",,
"AYM00089832","D 10, AY","2021-01-29","19",,
"AYM00089832","D 10, AY","2021-01-30","18",,
"AYM00089832","D 10, AY","2021-01-31","16",,
"AYM00089832","D 10, AY","2021-02-02","22",,
"AYM00089832","D 10, AY","2021-02-03","25",,
"AYM00089832","D 10, AY","2021-02-04","24",,
"AYM00089832","D 10, AY","2021-02-05","16",,
"AYM00089832","D 10, AY","2021-02-06","18",,
"AYM00089832","D 10, AY","2021-02-07","18",,
"AYM00089832","D 10, AY","2021-02-09","19",,
"AYM00089832","D 10, AY","2021-02-14","22",,
"AYM00089832","D 10, AY","2021-02-17","15",,
"AYM00089832","D 10, AY","2021-02-18","10",,
"AYM00089832","D 10, AY","2021-02-25","9",,
"AYM00089832","D 10, AY","2021-02-26","13",,
"AYM00089832","D 10, AY","2021-02-27","11",,
"AYM00089832","D 10, AY","2021-02-28","3",,
"AYM00089832","D 10, AY","2021-03-03","1",,
"AYM00089832","D 10, AY","2021-03-05","11",,
"AYM00089832","D 10, AY","2021-03-06","11",,
"AYM00089832","D 10, AY","2021-03-07","10",,
"AYM00089832","D 10, AY","2021-03-08","16",,
"AYM00089832","D 10, AY","2021-03-09","9",,
"AYM00089832","D 10, AY","2021-03-10","16",,
"AYM00089832","D 10, AY","2021-03-13","9",,
"AYM00089832","D 10, AY","2021-03-14","-4",,
"AYM00089832","D 10, AY","2021-03-15","4",,
"AYM00089832","D 10, AY","2021-03-19","9",,
"AYM00089832","D 10, AY","2021-03-20","10",,
"AYM00089832","D 10, AY","2021-03-21","6",,
"AYM00089832","D 10, AY","2021-03-22","7",,
"AYM00089832","D 10, AY","2021-03-23","5",,
